Date Time,Open,High,Low,Close,Volume,Adj Close
2018-02-16 20:00:00,9773.75,9851.79,9760.0,9769.0,2339047.5008735512,9769.0
2018-02-16 19:00:00,9780.87,9820.0,9632.1,9773.7,5265277.338706889,9773.7
2018-02-16 18:00:00,9850.49,9850.49,9751.0,9770.01,5505380.287771772,9770.01
2018-02-16 17:00:00,9906.78,9982.93,9840.0,9847.0,4046881.495066213,9847.0
2018-02-16 16:00:00,9711.0,9947.55,9701.0,9906.68,5701617.690609681,9906.68
2018-02-16 15:00:00,9850.05,9918.41,9707.86,9711.0,6476483.882956787,9711.0
2018-02-16 14:00:00,10063.75,10070.0,9842.15,9850.02,5819122.832254611,9850.02
2018-02-16 13:00:00,9990.0,10149.99,9959.79,10059.89,4466385.836835006,10059.89
2018-02-16 12:00:00,10101.26,10101.31,9928.01,9990.0,5075866.489155906,9990.0
2018-02-16 11:00:00,10176.0,10189.0,10040.0,10091.89,5707888.320373017,10091.89
2018-02-16 10:00:00,10288.0,10297.62,10149.01,10167.96,4863101.523616304,10167.96
2018-02-16 09:00:00,10230.0,10297.69,10149.11,10288.0,5773997.447258736,10288.0
2018-02-16 08:00:00,10025.69,10240.58,10000.0,10230.0,4583535.437433165,10230.0
2018-02-16 07:00:00,10050.0,10175.0,10002.73,10025.69,2618199.229786308,10025.69
2018-02-16 06:00:00,9884.31,10103.17,9880.63,10057.84,1590027.8444766586,10057.84
2018-02-16 05:00:00,10067.32,10077.98,9858.0,9880.62,1926321.2847086247,9880.62
2018-02-16 04:00:00,10100.0,10139.93,9979.59,10071.86,1881542.147697723,10071.86
2018-02-16 03:00:00,10048.83,10142.79,10028.56,10100.0,2161260.100225328,10100.0
2018-02-16 02:00:00,10041.85,10190.45,9950.0,10048.88,5462043.300079902,10048.88
2018-02-16 01:00:00,9884.94,10049.99,9831.01,10036.02,7188105.313161723,10036.02
2018-02-16 00:00:00,9792.32,9888.0,9710.72,9883.68,5069963.4592592865,9883.68
2018-02-15 23:00:00,9811.28,9833.0,9711.48,9792.32,3916846.506545197,9792.32
2018-02-15 22:00:00,9634.17,9820.0,9634.0,9812.68,4515485.487198978,9812.68
2018-02-15 21:00:00,9648.11,9674.99,9564.27,9636.97,2864962.3322739555,9636.97
2018-02-15 20:00:00,9539.57,9688.0,9526.2,9650.0,3975251.4517340716,9650.0
2018-02-15 19:00:00,9600.0,9688.0,9474.45,9539.58,6011972.6534480145,9539.58
2018-02-15 18:00:00,9611.02,9681.2,9366.66,9600.0,12043210.520880463,9600.0
2018-02-15 17:00:00,9809.74,9910.0,9550.0,9610.13,10489789.212157892,9610.13
2018-02-15 16:00:00,9768.94,9819.77,9727.77,9809.75,5353439.656810434,9809.75
2018-02-15 15:00:00,9635.0,9780.0,9631.5,9769.0,4801570.411283428,9769.0
2018-02-15 14:00:00,9655.0,9700.0,9620.0,9635.0,5401130.909979933,9635.0
2018-02-15 13:00:00,9710.0,9710.0,9571.76,9655.0,5234486.060521785,9655.0
2018-02-15 12:00:00,9607.35,9727.57,9600.0,9710.0,6123375.402789238,9710.0
2018-02-15 11:00:00,9613.98,9680.0,9580.0,9607.35,7557159.786943263,9607.35
2018-02-15 10:00:00,9379.02,9625.0,9372.84,9613.98,6118603.516604268,9613.98
2018-02-15 09:00:00,9318.95,9417.9,9316.47,9374.69,3145250.4933089744,9374.69
2018-02-15 08:00:00,9416.0,9437.03,9302.0,9304.69,4571758.85404495,9304.69
2018-02-15 07:00:00,9415.05,9464.0,9380.25,9417.0,3046483.510986423,9417.0
2018-02-15 06:00:00,9282.67,9415.05,9234.85,9415.05,1845060.3371687122,9415.05
2018-02-15 05:00:00,9264.0,9298.94,9204.6,9282.72,1067426.7309300236,9282.72
2018-02-15 04:00:00,9231.67,9298.94,9178.31,9264.0,1051096.1628317202,9264.0
2018-02-15 03:00:00,9250.0,9278.71,9155.05,9235.16,1668193.7523050357,9235.16
2018-02-15 02:00:00,9264.9,9350.0,9220.56,9250.0,3911639.7732274,9250.0
2018-02-15 01:00:00,9230.92,9285.0,9225.2,9260.99,2681590.23813099,9260.99
2018-02-15 00:00:00,9289.0,9299.0,9210.97,9230.2,4177646.3563609626,9230.2
2018-02-14 23:00:00,9144.42,9289.0,9140.06,9289.0,3948549.2610760746,9289.0
2018-02-14 22:00:00,9201.17,9227.43,9105.0,9144.43,4971545.415122823,9144.43
2018-02-14 21:00:00,9136.86,9289.0,9105.77,9202.0,9804238.531532535,9202.0
2018-02-14 20:00:00,8917.63,9200.0,8907.83,9136.86,14109300.36177843,9136.86
2018-02-14 19:00:00,8745.3,8923.89,8738.25,8916.78,4673007.846393643,8916.78
2018-02-14 18:00:00,8749.23,8820.04,8734.5,8745.3,3284533.1373461084,8745.3
2018-02-14 17:00:00,8828.95,8842.98,8731.0,8749.23,3093945.8345379154,8749.23
2018-02-14 16:00:00,8875.52,8881.44,8801.01,8828.95,5924203.250845685,8828.95
2018-02-14 15:00:00,8799.15,8880.0,8790.08,8872.05,3406411.533843797,8872.05
2018-02-14 14:00:00,8823.31,8858.0,8789.0,8799.15,3157369.2390848896,8799.15
2018-02-14 13:00:00,8781.0,8848.0,8735.01,8823.31,3278375.5062536914,8823.31
2018-02-14 12:00:00,8690.0,8819.0,8680.96,8781.0,5537237.2265931675,8781.0
2018-02-14 11:00:00,8688.99,8707.97,8645.08,8690.0,2610112.4544922486,8690.0
2018-02-14 10:00:00,8639.9,8720.0,8639.9,8694.08,3282191.6422142554,8694.08
2018-02-14 09:00:00,8607.41,8684.99,8589.05,8630.0,2218157.374880685,8630.0
2018-02-14 08:00:00,8532.59,8640.08,8528.05,8607.41,1890320.3194995255,8607.41
2018-02-14 07:00:00,8550.27,8578.27,8480.0,8530.32,1133993.5780778332,8530.32
2018-02-14 06:00:00,8565.64,8589.72,8478.41,8557.55,1104487.90016367,8557.55
2018-02-14 05:00:00,8660.05,8746.26,8560.54,8565.64,2244389.170826528,8565.64
2018-02-14 04:00:00,8583.7,8690.0,8579.69,8662.44,3108343.4979440025,8662.44
2018-02-14 03:00:00,8573.05,8600.0,8520.01,8587.99,1113917.535145923,8587.99
2018-02-14 02:00:00,8587.87,8629.4,8563.76,8578.15,3138239.7018775973,8578.15
2018-02-14 01:00:00,8530.0,8600.3,8503.89,8577.87,3547494.742759439,8577.87
2018-02-14 00:00:00,8477.11,8546.0,8475.42,8523.83,3598680.5985656967,8523.83
2018-02-13 23:00:00,8618.42,8620.0,8452.0,8484.89,4256408.5198143935,8484.89
2018-02-13 22:00:00,8569.65,8679.5,8565.71,8618.73,4299161.359743357,8618.73
2018-02-13 21:00:00,8557.0,8608.17,8511.6,8570.0,3085023.4499563724,8570.0
2018-02-13 20:00:00,8524.74,8567.2,8449.16,8557.4,3881375.4222528418,8557.4
2018-02-13 19:00:00,8487.95,8558.0,8400.0,8525.73,4837531.304415622,8525.73
2018-02-13 18:00:00,8455.94,8519.79,8366.0,8488.0,4571104.480485129,8488.0
2018-02-13 17:00:00,8543.14,8543.14,8388.0,8455.94,6602323.512116534,8455.94
2018-02-13 16:00:00,8652.23,8657.9,8470.01,8538.42,6017766.85484288,8538.42
2018-02-13 15:00:00,8710.58,8748.99,8633.55,8657.0,2570238.44442951,8657.0
2018-02-13 14:00:00,8618.75,8719.9,8580.0,8710.58,2449368.001494915,8710.58
2018-02-13 13:00:00,8590.02,8648.0,8570.29,8619.95,2879799.8090962702,8619.95
2018-02-13 12:00:00,8752.0,8770.0,8558.0,8590.02,4377900.331531179,8590.02
2018-02-13 11:00:00,8700.0,8756.93,8675.0,8754.46,2590892.32781945,8754.46
2018-02-13 10:00:00,8744.55,8744.55,8638.9,8700.0,5225332.891977047,8700.0
2018-02-13 09:00:00,8915.77,8915.77,8718.69,8740.0,2630557.170626669,8740.0
2018-02-13 08:00:00,8893.73,8931.03,8817.46,8915.77,2515565.952533029,8915.77
2018-02-13 07:00:00,8876.5,8960.09,8831.85,8893.73,4410170.98125863,8893.73
2018-02-13 06:00:00,8817.6,8876.94,8736.75,8868.98,904915.4514405173,8868.98
2018-02-13 05:00:00,8842.16,8857.99,8749.91,8821.95,950043.906181377,8821.95
2018-02-13 04:00:00,8788.0,8898.0,8757.96,8842.08,2579898.735020883,8842.08
2018-02-13 03:00:00,8661.37,8788.0,8638.15,8787.95,1484970.7986899281,8787.95
2018-02-13 02:00:00,8747.27,8756.0,8613.7,8668.7,1339129.7979707818,8668.7
2018-02-13 01:00:00,8661.68,8755.0,8618.32,8747.21,1739691.659505187,8747.21
2018-02-13 00:00:00,8645.0,8725.0,8621.15,8663.2,2733821.700565915,8663.2
2018-02-12 23:00:00,8516.03,8649.67,8510.1,8646.66,3282790.2627500375,8646.66
2018-02-12 22:00:00,8673.05,8687.81,8495.0,8514.19,5221473.802825527,8514.19
2018-02-12 21:00:00,8772.87,8779.18,8650.05,8674.99,2647159.696724565,8674.99
2018-02-12 20:00:00,8644.06,8799.99,8641.16,8772.87,5301695.218451697,8772.87
2018-02-12 19:00:00,8807.99,8819.0,8622.0,8644.06,4206630.690304914,8644.06
2018-02-12 18:00:00,8786.97,8837.75,8696.48,8807.99,4887455.07482961,8807.99
2018-02-12 17:00:00,8729.95,8788.04,8673.72,8767.57,5055816.258380955,8767.57
2018-02-12 16:00:00,8457.11,8795.55,8437.22,8727.96,10196537.230247147,8727.96
2018-02-12 15:00:00,8405.0,8500.0,8317.5,8447.2,7256732.717829411,8447.2
2018-02-12 14:00:00,8386.09,8450.0,8374.85,8406.5,4305254.3983228225,8406.5
2018-02-12 13:00:00,8479.95,8493.44,8335.0,8386.08,3707011.3475244814,8386.08
2018-02-12 12:00:00,8465.35,8548.0,8429.84,8480.0,4252655.086670029,8480.0
2018-02-12 11:00:00,8512.27,8550.0,8412.02,8471.76,5559889.469666524,8471.76
2018-02-12 10:00:00,8340.94,8525.12,8302.88,8510.53,4800381.685049354,8510.53
2018-02-12 09:00:00,8200.0,8447.9,8168.66,8340.94,3424416.028547032,8340.94
2018-02-12 08:00:00,8072.95,8282.55,8070.36,8200.0,2265958.2750067133,8200.0
2018-02-12 07:00:00,8286.87,8293.86,8028.28,8071.38,2971307.584088707,8071.38
2018-02-12 06:00:00,8309.8,8350.0,8247.0,8275.34,745759.4878558372,8275.34
2018-02-12 05:00:00,8246.14,8344.74,8223.91,8309.83,667731.0893223141,8309.83
2018-02-12 04:00:00,8288.11,8299.77,8210.0,8235.6,960023.461651516,8235.6
2018-02-12 03:00:00,8326.61,8400.0,8260.5,8280.05,945068.737154908,8280.05
2018-02-12 02:00:00,8229.67,8343.88,8195.01,8331.69,1393409.47505612,8331.69
2018-02-12 01:00:00,8315.73,8373.83,8200.0,8230.0,3606645.524299045,8230.0
2018-02-12 00:00:00,8439.52,8489.22,8256.0,8315.73,4159951.96119652,8315.73
2018-02-11 23:00:00,8432.78,8450.0,8369.65,8440.0,5368283.999014264,8440.0
2018-02-11 22:00:00,8257.14,8440.0,8212.96,8432.83,6013094.320717925,8432.83
2018-02-11 21:00:00,8276.29,8352.03,8210.0,8257.1,4827082.895440273,8257.1
2018-02-11 20:00:00,8170.0,8355.0,8122.89,8277.0,5963533.886045004,8277.0
2018-02-11 19:00:00,8013.62,8198.0,7985.72,8170.0,3662058.9849691414,8170.0
2018-02-11 18:00:00,8114.91,8125.99,7976.47,8018.39,4503764.012113227,8018.39
2018-02-11 17:00:00,7934.28,8116.72,7850.32,8109.7,5083547.350483844,8109.7
2018-02-11 16:00:00,7904.45,7950.0,7828.22,7928.58,8153486.892990472,7928.58
2018-02-11 15:00:00,8049.94,8049.94,7869.0,7904.46,5928320.958353588,7904.46
2018-02-11 14:00:00,8106.12,8125.0,7950.0,8042.38,4540418.532305625,8042.38
2018-02-11 13:00:00,7957.62,8159.9,7940.0,8108.89,5252168.610011632,8108.89
2018-02-11 12:00:00,8024.6,8165.55,7949.95,7957.63,6431557.497419625,7957.63
2018-02-11 11:00:00,8231.95,8239.95,8000.0,8024.6,6333711.180944884,8024.6
2018-02-11 10:00:00,8245.1,8284.79,8166.0,8236.99,3020910.370890323,8236.99
2018-02-11 09:00:00,8396.75,8415.2,8181.1,8245.1,3809140.6921711145,8245.1
2018-02-11 08:00:00,8548.41,8550.0,8289.22,8401.77,3152577.5144849457,8401.77
2018-02-11 07:00:00,8543.89,8578.93,8471.87,8548.01,1656689.5874198677,8548.01
2018-02-11 06:00:00,8283.21,8550.0,8265.66,8543.44,3159219.5660490873,8543.44
2018-02-11 05:00:00,8208.12,8307.7,8166.0,8283.21,2017819.9768385224,8283.21
2018-02-11 04:00:00,8403.9,8406.71,8181.6,8208.22,2780677.3077181717,8208.22
2018-02-11 03:00:00,8305.18,8431.17,8254.77,8403.36,2471838.048541385,8403.36
2018-02-11 02:00:00,8383.0,8410.01,8301.0,8305.0,2577005.549081712,8305.0
2018-02-11 01:00:00,8275.0,8450.29,8275.0,8383.0,4027241.0068219053,8383.0
2018-02-11 00:00:00,8329.69,8440.87,8188.58,8280.15,8336980.791387716,8280.15
2018-02-10 23:00:00,8600.75,8613.73,8288.0,8329.79,10019248.482555075,8329.79
2018-02-10 22:00:00,8730.05,8769.58,8565.0,8600.65,4267097.930664208,8600.65
2018-02-10 21:00:00,8618.0,8780.0,8615.0,8720.25,4365475.838619486,8720.25
2018-02-10 20:00:00,8648.0,8666.0,8518.88,8618.0,3274333.8699636306,8618.0
2018-02-10 19:00:00,8509.42,8682.3,8501.1,8648.0,2952617.2109380946,8648.0
2018-02-10 18:00:00,8588.01,8659.1,8506.0,8507.99,5114283.261798331,8507.99
2018-02-10 17:00:00,8615.96,8760.06,8570.0,8590.09,6085403.428338161,8590.09
2018-02-10 16:00:00,8900.18,8906.9,8600.78,8616.06,7697086.580039846,8616.06
2018-02-10 15:00:00,8988.11,9044.0,8860.0,8906.98,7093819.89414826,8906.98
2018-02-10 14:00:00,8834.29,8991.95,8821.0,8988.12,3698122.487620804,8988.12
2018-02-10 13:00:00,8771.82,8888.88,8768.08,8836.07,2088360.5041507492,8836.07
2018-02-10 12:00:00,8894.82,8914.95,8751.0,8771.82,4898400.40044347,8771.82
